300; 20; 3
137;139;0;17;32
239;236;0;17;1
54;53;0;18;31
132;133;0;18;58
264;263;0;18;2
3;6;0;19;1
24;25;0;19;28
43;49;0;19;24
54;51;0;19;34
73;79;0;19;2
92;93;0;19;13
114;116;0;19;1
148;146;0;19;6
180;179;0;19;14
186;187;0;19;56
216;210;0;19;31
219;220;0;19;1
297;299;0;19;1
41;39;1;0;36
191;194;1;0;15
233;235;1;0;21
240;234;1;0;22
109;106;1;1;12
110;108;1;1;4
130;131;1;1;13
191;194;1;1;14
282;284;1;1;1
75;78;1;2;17
88;89;1;2;17
154;157;1;2;11
154;162;1;2;5
165;163;1;2;14
37;46;1;3;20
50;52;1;4;21
149;150;1;4;14
164;160;1;4;2
214;222;1;4;1
142;141;1;5;21
154;151;1;5;35
248;251;1;5;5
264;266;1;5;23
30;27;1;6;1
30;29;1;6;5
191;197;1;6;17
219;220;1;6;1
247;249;1;6;13
24;26;1;7;30
50;49;1;7;3
90;93;1;8;11
132;139;1;8;1
198;193;1;8;9
291;293;1;8;13
155;159;1;9;30
264;265;1;9;36
73;80;1;10;1
225;227;1;10;23
275;270;1;10;1
87;89;1;11;9
129;128;1;11;31
239;236;1;11;30
253;251;1;11;17
288;289;1;11;7
129;131;1;12;8
206;209;1;12;1
36;38;1;13;6
109;108;1;13;5
142;144;1;14;6
152;153;1;14;10
170;167;1;14;1
171;169;1;14;1
180;182;1;14;7
24;26;1;15;1
130;133;1;15;1
177;178;1;15;9
184;181;1;15;13
288;286;1;15;1
291;289;1;15;21
44;47;1;16;1
50;48;1;16;19
1;2;1;17;1
233;235;1;17;23
268;267;1;17;1
37;38;1;18;1
54;53;1;18;1
137;136;1;18;8
54;53;1;19;23
164;166;1;19;15
232;234;1;19;6
4;2;2;0;16
32;34;2;0;11
84;81;2;0;11
180;183;2;0;22
184;185;2;0;18
191;188;2;0;6
85;83;2;1;20
137;138;2;1;10
214;211;2;1;22
250;249;2;1;11
282;285;2;1;1
201;195;2;2;6
206;210;2;2;3
16;18;2;4;8
60;57;2;4;21
142;144;2;4;15
239;237;2;4;5
297;296;2;4;8
73;79;2;5;23
216;213;2;5;32
224;227;2;5;4
288;286;2;5;19
15;17;2;6;15
30;27;2;6;31
84;83;2;6;8
102;100;2;6;9
155;158;2;6;17
189;192;2;6;9
201;199;2;6;25
247;249;2;6;8
72;71;2;7;14
84;86;2;7;16
214;212;2;7;4
216;222;2;7;22
268;267;2;7;9
292;299;2;7;11
297;298;2;7;16
154;156;2;8;8
277;270;2;8;17
282;283;2;8;17
61;58;2;9;8
85;82;2;9;10
97;101;2;9;1
164;161;2;9;1
292;290;2;9;13
54;56;2;10;6
115;116;2;10;4
147;143;2;10;8
184;187;2;10;3
198;197;2;10;19
258;263;2;10;15
260;262;2;10;3
85;80;2;11;2
129;128;2;11;9
155;160;2;11;6
254;255;2;11;28
295;299;2;11;17
170;169;2;12;4
202;208;2;12;22
40;38;2;13;7
41;46;2;13;13
282;284;2;13;13
50;48;2;14;16
135;136;2;14;18
164;167;2;14;20
148;146;2;15;25
206;207;2;15;6
198;196;2;16;13
44;42;2;17;25
73;80;2;17;19
115;116;2;17;16
287;283;2;17;6
216;217;2;18;7
245;246;2;18;3
3;6;2;19;8
24;25;2;19;2
30;29;2;19;5
37;38;2;19;14
54;55;2;19;4
214;209;2;19;26
230;229;2;19;18
